1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. FEDERAL FACILITY,15. INDUSTRY SECTOR CODE,16. INDUSTRY SECTOR,17. PRIMARY SIC,18. SIC 2,19. SIC 3,20. SIC 4,21. SIC 5,22. SIC 6,23. PRIMARY NAICS,24. NAICS 2,25. NAICS 3,26. NAICS 4,27. NAICS 5,28. NAICS 6,29. DOC_CTRL_NUM,30. CHEMICAL,31. CAS #/COMPOUND ID,32. SRS ID,33. CLEAN AIR ACT CHEMICAL,34. CLASSIFICATION,35. METAL,36. METAL CATEGORY,37. CARCINOGEN,38. FORM TYPE,39. UNIT OF MEASURE,40. 5.1 - FUGITIVE AIR,41. 5.2 - STACK AIR,42. 5.3 - WATER,43. 5.4 - UNDERGROUND,44. 5.4.1 - UNDERGROUND CL I,45. 5.4.2 - UNDERGROUND C II-V,46. 5.5.1 - LANDFILLS,47. 5.5.1A - RCRA C LANDFILL,48. 5.5.1B - OTHER LANDFILLS,49. 5.5.2 - LAND TREATMENT,50. 5.5.3 - SURFACE IMPNDMNT,51. 5.5.3A - RCRA SURFACE IM,52. 5.5.3B - OTHER SURFACE I,53. 5.5.4 - OTHER DISPOSAL,54. ON-SITE RELEASE TOTAL,55. 6.1 - POTW - TRNS RLSE,56. 6.1 - POTW - TRNS TRT,57. POTW - TOTAL TRANSFERS,58. 6.2 - M10,59. 6.2 - M41,60. 6.2 - M62,61. 6.2 - M40 METAL,62. 6.2 - M61 METAL,63. 6.2 - M71,64. 6.2 - M81,65. 6.2 - M82,66. 6.2 - M72,67. 6.2 - M63,68. 6.2 - M66,69. 6.2 - M67,70. 6.2 - M64,71. 6.2 - M65,72. 6.2 - M73,73. 6.2 - M79,74. 6.2 - M90,75. 6.2 - M94,76. 6.2 - M99,77. OFF-SITE RELEASE TOTAL,78. 6.2 - M20,79. 6.2 - M24,80. 6.2 - M26,81. 6.2 - M28,82. 6.2 - M93,83. OFF-SITE RECYCLED TOTAL,84. 6.2 - M56,85. 6.2 - M92,86. OFF-SITE ENERGY RECOVERY T,87. 6.2 - M40 NON-METAL,88. 6.2 - M50,89. 6.2 - M54,90. 6.2 - M61 NON-METAL,91. 6.2 - M69,92. 6.2 - M95,93. OFF-SITE TREATED TOTAL,94. 6.2 - UNCLASSIFIED,95. 6.2 - TOTAL TRANSFER,96. TOTAL RELEASES,97. 8.1 - RELEASES,98. 8.1A - ON-SITE CONTAINED,99. 8.1B - ON-SITE OTHER ,100. 8.1C - OFF-SITE CONTAIN,101. 8.1D - OFF-SITE OTHER R,102. 8.2 - ENERGY RECOVER ON,103. 8.3 - ENERGY RECOVER OF,104. 8.4 - RECYCLING ON SITE,105. 8.5 - RECYCLING OFF SIT,106. 8.6 - TREATMENT ON SITE,107. 8.7 - TREATMENT OFF SITE,108. PRODUCTION WSTE (8.1-8.7),109. 8.8 - ONE-TIME RELEASE,110. PROD_RATIO_OR_ ACTIVITY,111. 8.9 - PRODUCTION RATIO,112. PARENT CO NAME,113. PARENT CO DB NUM,
"1992","84116CMPQN620NO","110022400846","COMPEQ INTERNATIONAL","620 N JOHN GLENN RD","SALT LAKE CITY","SALT LAKE","UT","841164400","","","40.78149","-112.03622","NO","332","Fabricated Metals","3471","NA","","","","","332813","","","","","","1392060234820","HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)","007647010","152231","YES","TRI","NO","0","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","750","750","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","0","0","0","120000","0","0","0","0","0","0","0","0","0","750","0","120750","10","20000","0","0","0","0","0","0","0","7000","1500","0","28500","0","","","NA","NA"
"1992","84116LTTNG2211W","110000896772","NORTHROP GRUMMAN SYSTEMS COPORATION","2211 W NORTH TEMPLE","SALT LAKE CITY","SALT LAKE","UT","84116","","","40.77149","-111.95422","NO","334","Computers and Electronic Products","3812","NA","","","","","334511","","","","","","1392060259379","FREON 113","000076131","6148","NO","TRI","NO","0","NO","R","Pounds","15600","23400","0","0","0","0","0","0","0","0","0","0","0","0","39000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176000","0","0","0","0","176000","0","0","0","0","0","0","0","0","0","0","0","176000","39000","39000","0","0","0","0","0","0","0","176000","0","0","215000","0","",".93","NORTHROP GRUMMAN CORP","008255408"
"1992","84116LTTNG2211W","110000896772","NORTHROP GRUMMAN SYSTEMS COPORATION","2211 W NORTH TEMPLE","SALT LAKE CITY","SALT LAKE","UT","84116","","","40.77149","-111.95422","NO","334","Computers and Electronic Products","3812","NA","","","","","334511","","","","","","1392060259381","1,1,1-TRICHLOROETHANE","000071556","4796","YES","TRI","NO","0","NO","R","Pounds","4500","18200","0","0","0","0","0","0","0","0","0","0","0","0","22700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41200","0","0","0","0","41200","0","0","0","0","0","0","0","0","0","0","0","41200","22700","23000","0","0","0","0","0","0","0","41000","0","0","64000","0","",".93","NORTHROP GRUMMAN CORP","008255408"
"1992","84302MRTNT9160N","110032607329","ATK LAUNCH SYSTEMS PROMONTORY","9160 N HWY 83","PROMONTORY","BOX ELDER","UT","84307","","","41.663","-112.432","NO","331","Primary Metals","3764","NA","","","","","331512","","","","","","1392060209881","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","6000","40000","0","0","0","0","0","0","0","0","0","0","0","0","46000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6000","6000","0","0","0","0","0","0","0","0","0","0","0","6000","46000","46000","0","0","0","0","0","0","0","6000","0","0","52000","0","",".95","NORTHROP GRUMMAN CORP","967356127"
"1992","84104MCPRC669WE","110002271835","EIMCO PROCESS EQUIPMENT","669 W 200 SOUTH","SALT LAKE CITY","SALT LAKE","UT","841011160","","","40.76498","-111.91061","NO","332","Fabricated Metals","3599","NA","","","","","332710","","","","","","1392060204880","NICKEL","007440020","149674","YES","TRI","YES","1","YES","R","Pounds","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","5","0","0","0","0","0","0","0","36467","0","0","36472","0","","1.04","GLV DORR-OLIVER EIMCO USA","NA"
"1992","84302MRTNT9160N","110032607329","ATK LAUNCH SYSTEMS PROMONTORY","9160 N HWY 83","PROMONTORY","BOX ELDER","UT","84307","","","41.663","-112.432","NO","331","Primary Metals","3764","NA","","","","","331512","","","","","","1392060209867","ACETONE","000067641","4309","NO","TRI","NO","0","NO","R","Pounds","27000","3000","0","0","0","0","0","0","0","0","0","0","0","0","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1900","1900","0","0","0","0","0","0","0","0","0","0","0","1900","30000","30000","0","0","0","0","0","0","0","1900","0","0","31900","0","",".9","NORTHROP GRUMMAN CORP","967356127"
"1992","84302MRTNT9160N","110032607329","ATK LAUNCH SYSTEMS PROMONTORY","9160 N HWY 83","PROMONTORY","BOX ELDER","UT","84307","","","41.663","-112.432","NO","331","Primary Metals","3764","NA","","","","","331512","","","","","","1392060209879","METHYL ETHYL KETONE","000078933","7443","NO","TRI","NO","0","NO","R","Pounds","28000","7000","0","0","0","0","0","0","0","0","0","0","0","0","35000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9500","9500","0","0","0","0","0","0","0","0","0","0","0","9500","35000","35000","0","0","0","0","0","0","0","9500","0","0","44500","3","",".95","NORTHROP GRUMMAN CORP","967356127"
"1992","84057GNVST1600W","110000468985","GENEVA STEEL LLC","10 S GENEVA RD","VINEYARD","UTAH","UT","84058","","","40.297058","-111.734076","NO","331","Primary Metals","3312","3317","3325","NA","","","331111","","","","","","1392065110544","CHROMIUM","007440473","150060","YES","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1.39","NA","NA"
"1992","84044HRCLS4950S","110002380254","ATK LAUNCH SYSTEMS-BACCHUS","5000 S 8400 W","MAGNA","SALT LAKE","UT","84044","","","40.668325","-112.091908","NO","336","Transportation Equipment","3764","2892","NA","","","","336415","","","","","","1392060022833","1,1,1-TRICHLOROETHANE","000071556","4796","YES","TRI","NO","0","NO","R","Pounds","6969","62718","0","0","0","0","0","0","0","0","0","0","0","0","69687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1985","0","0","0","0","1985","0","0","0","0","4337","1589","0","0","0","5926","0","7911","69687","69687","0","0","0","0","0","0","0","1985","6","5926","77604","0","","1.18","NORTHROP GRUMMAN CORP","967356127"
"1992","84016TLTYTBLDGE","110000746596","UTILITY TRAILER MANUFACTURING","BLDG E-14 FREEPORT CTR","CLEARFIELD","DAVIS","UT","840160387","","","41.100721","-112.027941","NO","336","Transportation Equipment","3715","NA","","","","","336212","","","","","","1392060050679","BARIUM COMPOUNDS","N040","649426","NO","TRI","NO","3","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11080","11080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11080","11080","11080","0","0","0","0","0","0","0","0","0","0","11080","0","","1.32","UTILITY INTERNATIONAL","008286908"
